store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),uptime_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
9209848539305894530,0.0,10.0,92.94972222222222,0.0,0.0,0.0
7877430938994630686,52.22755806666667,13.0,87.0,0.0,0.0,0.0
8643405164554631149,0.0,9.5,66.50000000000001,0.0,0.0,0.0
6415298541580673550,52.22896431666666,15.0,103.0,0.0,0.0,0.0
1219493612017477687,0.0,0.0,0.0,60.0,23.99972222222222,167.9980555555556
1937538723965003587,60.0,23.999722222222218,167.99805555555557,0.0,0.0,0.0
5234820757603647481,0.0,13.0,91.0,0.0,0.0,0.0
7127707867146515296,0.0,10.0,83.99972222222222,0.0,0.0,0.0
5152078166651419409,0.0,11.5,71.08333333333333,0.0,0.0,0.0
5083462302087797948,0.0,10.25,73.75,0.0,0.0,0.0
8265313939227108382,60.0,23.983333333333334,164.07616713888882,0.0,0.0,3.807166194444444
59691302652894267,0.0,0.0,0.0,52.23353975,10.0,70.00000000000001
8906868960433775125,60.0,23.98333333333333,167.88333333333327,0.0,0.0,0.0
5925934664347219565,0.0,13.499722222222223,94.49805555555557,0.0,0.0,0.0
1046062902039176146,52.23523553333334,15.0,103.00000000000001,0.0,0.0,0.0
4116101600089123521,0.0,17.129125843055554,95.99916666666667,0.0,0.0,0.0
2205981014586171866,0.0,12.0,85.00000000000001,0.0,0.0,0.0
3126875620269537536,60.0,23.983333333333334,163.21069234000007,0.0,0.0,4.672640993333333
8213985849599162144,0.0,8.75,60.25,0.0,0.0,0.0
8155971941784472781,60.0,23.999722222222218,167.9980555555556,0.0,0.0,0.0
7159890699419266768,52.23873018333334,16.0,112.00000000000001,0.0,0.0,0.0
6531216163850971987,60.0,23.98333333333333,167.8833333333333,0.0,0.0,0.0
1753132533946611543,0.0,0.0,33.333333333333336,0.0,6.666666666666667,13.333333333333334
5358192157466588893,0.0,0.0,0.0,60.0,23.999722222222225,167.99805555555557
2495535710259754070,0.0,7.983333333333333,63.88333333333334,0.0,0.0,0.0
157673618457918136,0.0,11.0,77.0,0.0,0.0,0.0
2963053847001687624,0.0,6.0,64.99972222222222,0.0,0.0,0.0
5217634642419629780,60.0,23.983333333333334,167.88333333333335,0.0,0.0,0.0
5776967535340342281,60.0,23.983333333333334,159.9,0.0,0.0,0.0
5578325506192718867,0.0,6.5,72.99972222222223,0.0,0.0,0.0
2123333959752016444,0.0,8.5,58.99999999999999,0.0,0.0,0.0
4454215245716725514,0.0,16.99972222222222,118.99805555555558,0.0,0.0,0.0
8566309947531911220,0.0,0.0,22.0,0.0,11.0,55.0
465794482359830574,60.0,23.99972222222222,167.9980555555555,0.0,0.0,0.0
2598698938331379148,0.0,0.0,0.0,0.0,9.5,82.99972222222223
3542682953989683302,60.0,23.983333333333334,147.91638888888895,0.0,0.0,0.0
4677369758338532790,0.0,10.0,86.99972222222222,0.0,0.0,0.0
8638818063480166053,0.0,0.0,0.0,60.0,23.999722222222218,167.9980555555555
5497354348276136841,0.0,12.5,79.5,0.0,0.0,0.0
992372270331989684,0.0,10.75,63.249722222222225,0.0,0.0,0.0
2296314355990594850,52.25176086666667,14.000000000000002,97.99999999999999,0.0,0.0,0.0
1092839783920254293,0.0,12.0,85.0,0.0,0.0,0.0
55531008172952663,0.0,0.0,17.583333333333332,0.0,8.25,72.83277777777776
8522813529556936988,60.0,23.983333333333334,165.88624009527783,0.0,0.0,1.9970932380555555
4028866767348127515,52.25389055,17.99972222222222,125.99805555555554,0.0,0.0,0.0
7815590866624802251,0.0,0.0,0.0,0.0,14.0,97.99999999999999
8376405201419084298,0.0,9.25,78.99972222222223,0.0,0.0,0.0
1108305706146473413,0.0,9.0,63.00000000000001,0.0,0.0,0.0
107097686070974319,0.0,13.999722222222223,91.93943236750002,0.0,0.0,6.058623188055554
8040588629006418233,60.0,23.99972222222222,167.99805555555562,0.0,0.0,0.0
7159972326826331518,60.0,23.99972222222222,167.9980555555556,0.0,0.0,0.0
730154655418470514,22.257771116666667,9.499999999999998,62.49999999999999,0.0,0.0,0.0
8683595242752311353,0.0,9.5,84.46934172277776,0.0,0.0,14.030102721666669
8311584108778811096,0.0,10.0,74.0,0.0,0.0,0.0
8053149633877697490,0.0,11.0,87.1272969263889,0.0,0.0,1.8724252958333334
733844036629636265,60.0,23.99972222222222,167.99805555555557,0.0,0.0,0.0
2199267188542639539,0.0,12.0,87.0,0.0,0.0,0.0
2171894504703063375,0.0,11.75,86.05334200944445,0.0,0.0,3.1791579905555554
6163442599642801870,0.0,0.0,0.0,60.0,23.999722222222218,167.99805555555557
1100614298082810014,60.0,23.983333333333334,167.88333333333338,0.0,0.0,0.0
6461395558733160426,60.0,23.999722222222225,167.9980555555556,0.0,0.0,0.0
8930821394916903632,0.0,11.5,80.50000000000003,0.0,0.0,0.0
8821611058321870377,0.0,12.0,85.0,0.0,0.0,0.0
7220973262594195425,0.0,12.999722222222223,89.99833333333335,0.0,0.0,0.0
4734371290399289904,0.0,17.12863706222222,77.80935188277778,0.0,0.0,5.106759228333334
7217215789827933527,60.0,23.983333333333334,167.88333333333333,0.0,0.0,0.0
5619222304159093713,0.0,0.0,0.0,60.0,23.99972222222222,167.99805555555562
3520853402493115844,0.0,14.0,91.00000000000001,0.0,0.0,0.0
7291347082411059338,60.0,23.983333333333338,167.88333333333327,0.0,0.0,0.0
4474949621870388152,0.0,0.0,0.0,52.268150399999996,17.99972222222222,125.99805555555552
6154379257411218551,0.0,0.0,0.0,60.0,23.983333333333334,167.88333333333333
5498262294787134031,0.0,13.983333333333333,97.88333333333331,0.0,0.0,0.0
5770920327890201583,52.269928883333336,16.0,77.81985004222223,0.0,0.0,34.180149957777786
5835791204306735363,0.0,0.0,0.0,60.0,23.99972222222222,167.9980555555556
8048745580288566759,0.0,0.0,0.0,0.0,12.0,84.0
7039435100009640067,0.0,10.5,71.5,0.0,0.0,0.0
6091607925589604591,60.0,23.999722222222225,144.99833333333333,0.0,0.0,0.0
3643092470199201934,60.0,23.5,164.50000000000003,0.0,0.0,0.0
7093805188018084840,52.27381751666667,15.5,103.53499450611113,0.0,0.0,1.9650054938888888
9148678426177101594,60.0,23.99972222222222,167.99805555555548,0.0,0.0,0.0
4818881667648740342,0.0,0.0,44.944676669722234,0.0,12.999722222222223,37.05448999694445
5424871761612817635,0.0,0.0,30.0,52.27660395,10.0,53.999722222222225
7912067666808572986,0.0,0.0,0.0,0.0,12.999722222222223,89.99833333333332
4826182336209960078,0.0,11.0,65.99972222222223,0.0,0.0,0.0
7738642725458945048,0.0,0.0,0.0,0.0,10.0,70.0
8191797924941731759,0.0,9.0,62.99999999999999,0.0,0.0,0.0
242070892659920452,60.0,16.37133451972222,153.49833333333333,0.0,0.0,0.0
9076437518104894911,60.0,23.999722222222225,167.9980555555556,0.0,0.0,0.0
4410678649661622455,0.0,0.0,0.0,60.0,23.999722222222225,167.9980555555555
1714506143998660873,0.0,0.0,0.0,0.0,11.0,77.0
4825652999794797047,0.0,0.0,52.458064267499985,0.0,12.5,34.5419357325
7897530985116761962,0.0,0.0,43.01110724666667,60.0,23.99972222222222,124.9869483088889
3894899099154236624,0.0,11.5,80.5,0.0,0.0,0.0
8542513102820361049,0.0,17.12829995555556,89.99972222222223,0.0,0.0,0.0
2395571416712508171,60.0,23.99972222222222,167.9980555555556,0.0,0.0,0.0
5464330227070107573,0.0,13.483333333333333,94.38333333333334,0.0,0.0,0.0
5582182751361929347,60.0,23.999722222222225,167.9980555555556,0.0,0.0,0.0
5237170528291737847,60.0,23.99972222222222,167.99805555555557,0.0,0.0,0.0
869111007948430068,60.0,23.983333333333334,160.4,0.0,0.0,0.0
3559422423192402801,60.0,23.99972222222222,167.9980555555556,0.0,0.0,0.0
2885485905661456122,0.0,6.5,45.5,0.0,0.0,0.0
5255972291219072201,52.29002388333333,17.99972222222222,125.99805555555555,0.0,0.0,0.0
9063225765792004170,60.0,23.999722222222225,167.9980555555555,0.0,0.0,0.0
8338218904417839818,0.0,0.0,43.04847352694445,60.0,23.99972222222222,124.94958202861106
3401619784475316037,0.0,10.5,77.49999999999999,0.0,0.0,0.0
7333726069857132929,0.0,0.0,48.980591266388885,0.0,11.0,28.01940873361111
6207556023148354450,0.0,0.0,0.0,60.0,23.99972222222222,167.99805555555562
7456703466739074889,0.0,0.0,18.0,0.0,9.0,45.0
7841585568073255400,52.29446168333333,17.983333333333334,125.88333333333328,0.0,0.0,0.0
4899169963193976014,0.0,0.0,46.827521475277784,0.0,11.0,27.172478524722223
6229965061098089827,0.0,8.0,72.49972222222222,0.0,0.0,0.0
6906024804591301758,60.0,23.99972222222222,167.99805555555562,0.0,0.0,0.0
3260742560925550980,52.296887033333334,13.0,87.0,0.0,0.0,0.0
6628195500074212555,0.0,16.99972222222222,97.83294413500003,0.0,0.0,21.165111420555554
2000838349172674909,60.0,23.99972222222222,167.99805555555557,0.0,0.0,0.0
2010016103197592114,0.0,11.999722222222223,83.99805555555557,0.0,0.0,0.0
5627904252074297008,60.0,18.499722222222225,129.49805555555557,0.0,0.0,0.0
7297220346493524775,0.0,15.0,84.98572099194443,0.0,0.0,20.014279008055556
7148459663018704659,60.0,23.983333333333334,145.74547785194446,0.0,0.0,22.137855481388886
2233199855788677277,60.0,10.871687124722223,43.95079172444445,0.0,0.0,4.048930497777778
1745578335553912538,0.0,0.0,22.0,0.0,11.0,55.0
7582450789698919821,0.0,0.0,0.0,0.0,12.0,84.0
8583748151262022025,60.0,23.999722222222218,167.9980555555555,0.0,0.0,0.0
5603116514462626618,0.0,9.5,66.00000000000001,0.0,0.0,0.0
8952359143628618030,0.0,11.5,80.5,0.0,0.0,0.0
6465806276215836007,0.0,0.0,15.999444444444444,0.0,7.999722222222222,39.99861111111112
3133056183177873260,0.0,0.0,0.0,60.0,23.99972222222222,167.99805555555562
757369495025202880,52.30546808333334,13.0,86.99999999999999,0.0,0.0,0.0
4325575511883826864,60.0,23.983333333333334,167.88333333333335,0.0,0.0,0.0
272819484819652364,60.0,23.983333333333334,167.88333333333333,0.0,0.0,0.0
8607596777893568554,60.0,23.99972222222222,167.9980555555556,0.0,0.0,0.0
6563915682460464302,0.0,9.5,66.5,0.0,0.0,0.0
3090106983743832312,60.0,23.98333333333333,167.88333333333333,0.0,0.0,0.0
5455454937123408096,0.0,0.0,21.0,52.309326850000005,7.0,28.0
8417197849639545457,60.0,23.99972222222222,167.99805555555548,0.0,0.0,0.0
2645754712558739417,0.0,0.0,0.0,0.0,12.0,85.96666666666667
6862892149629173002,60.0,16.371849489166667,97.99916666666665,0.0,0.0,0.0
4742207070317066559,60.0,23.999722222222218,167.9980555555555,0.0,0.0,0.0
37470044882853971,60.0,23.983333333333334,167.88333333333333,0.0,0.0,0.0
9177319977030956013,0.0,0.0,0.0,60.0,23.99972222222222,167.9980555555556
3784570650126990447,0.0,0.0,18.0,0.0,9.0,45.0
3072131744791388254,60.0,23.983333333333334,167.88333333333335,0.0,0.0,0.0
4097302443548921312,0.0,10.25,85.99972222222222,0.0,0.0,0.0
4478240468856463859,60.0,23.983333333333334,167.88333333333333,0.0,0.0,0.0
490019796074317549,0.0,0.0,48.053926894166665,0.0,11.0,28.94607310583333
4961100228197364387,52.31937366666667,17.983333333333334,125.88333333333328,0.0,0.0,0.0
6218085605817963210,52.32063566666667,17.983333333333334,125.88333333333335,0.0,0.0,0.0
998856969021136991,0.0,0.0,0.0,60.0,23.99972222222222,167.99805555555557
8976477731954709892,0.0,9.0,61.0,0.0,0.0,0.0
7547169286561061433,0.0,0.0,0.0,0.0,12.0,95.99972222222222
2558488701841643639,0.0,13.483333333333333,94.38333333333334,0.0,0.0,0.0
829322583666301139,0.0,16.99972222222222,115.41499999999998,0.0,0.0,0.0
4134847630144995626,52.32594608333333,17.983333333333334,125.88333333333335,0.0,0.0,0.0
6822388050358459786,0.0,9.75,82.49972222222223,0.0,0.0,0.0
3390138146289019749,0.0,10.0,83.99972222222223,0.0,0.0,0.0
4098609761197159666,52.32863828333333,12.0,82.0,0.0,0.0,0.0
690453959266026585,60.0,23.999722222222225,167.9980555555555,0.0,0.0,0.0
5542499542228920905,60.0,23.99972222222222,167.9980555555555,0.0,0.0,0.0
1439794276449928571,0.0,13.483333333333333,94.38333333333334,0.0,0.0,0.0
715667079588697996,0.0,12.983333333333333,89.93277777777776,0.0,0.0,0.0
1064112117197892037,0.0,11.0,77.99999999999999,0.0,0.0,0.0
3901129164299457876,60.0,23.65,165.55,0.0,0.0,0.0
4071991282495571643,0.0,0.0,35.96666666666667,52.33334213333333,17.983333333333338,89.9166666666667
5273707694143695381,0.0,12.0,107.99944444444445,0.0,0.0,0.0
4417789440524990945,0.0,0.0,25.999444444444446,0.0,12.999722222222223,64.49888888888889
5518521777882624375,0.0,0.0,0.0,52.334836,17.99972222222222,125.99805555555554
7506300129430911350,0.0,0.0,0.0,0.0,11.166666666666666,52.166666666666664
7535645748838073447,52.3358894,17.99972222222222,125.99805555555557,0.0,0.0,0.0
304199174738670686,0.0,12.983333333333333,89.93277777777779,0.0,0.0,0.0
8733955270635275158,0.0,10.0,83.99972222222223,0.0,0.0,0.0
1710758125525955410,0.0,12.0,78.8705016913889,0.0,0.0,5.129498308611111
3629056123389849614,0.0,0.0,0.0,60.0,23.98333333333333,167.88333333333333
5994542372023136803,0.0,11.0,90.49972222222225,0.0,0.0,0.0
9050026763566719685,0.0,9.25,88.75000000000001,0.0,0.0,0.0
1230271030719125752,0.0,6.0,77.99944444444445,0.0,0.0,0.0
3984039009691243840,0.0,16.99972222222222,87.95946923972224,0.0,0.0,31.03858631583334
3018997176483508478,22.340367616666665,16.999999999999996,109.99999999999999,0.0,0.0,0.0
8875057425427656212,0.0,0.0,0.0,0.0,12.0,84.00000000000003
7433981271180316435,0.0,7.5,50.49043021277778,0.0,0.0,2.009569787222222
2517507636000235946,52.34275303333333,17.983333333333334,125.88333333333338,0.0,0.0,0.0
7116414718488186601,60.0,23.999722222222218,167.9980555555556,0.0,0.0,0.0
6346860309109709465,0.0,16.983333333333334,118.91611111111114,0.0,0.0,0.0
8559524751344103234,22.344634983333332,17.0,110.0,0.0,0.0,0.0
7799431287121178920,0.0,0.0,48.03822643638888,0.0,11.0,28.96177356361111
3283492708296652331,0.0,11.0,64.74972222222222,0.0,0.0,0.0
1776948911483209836,60.0,23.983333333333334,167.8833333333333,0.0,0.0,0.0
